Product ID,Brand,Product Name,Product Number,Description,Dealer,MSRP,MAP,Primary Distributor,Secondary Distributor,Tertiary Distributor,Spec Sheet URL,Image URL
PROD10001,A2V,A2VERLSD2U,A2VERLSD2U,2U Lockable Drawer,$56.75,$89.99,,Davis,,,,
PROD10002,A2V,A2VERB1U,A2VERB1U,1U Blank Space - Solid,$6.50,$10.99,,Davis,,,,
PROD10003,A2V,A2VERB2U,A2VERB2U,2U Blank Space - Solid,$9.70,$11.99,,Davis,,,,
PROD10004,A2V,A2VERB2UV,A2VERB2UV,2U Blank Space - Vented,$11.00,$11.99,,Davis,,,,
PROD10005,A2V,A2VERLSD3U,A2VERLSD3U,3U Lockable Drawer,$78.50,$119.99,,Davis,,,,
PROD10006,A2V,A2VERS2UV,A2VERS2UV,2U Shelf - Vented,$23.77,$69.98,,Davis,,,,
PROD10007,A2V,A2VERS1UV,A2VERS1UV,1U Shelf - Vented,$17.70,$59.99,,Davis,,,,
PROD10008,A2V,A2VERB1UV,A2VERB1UV,1U Blank Space - Vented,$7.90,$10.99,,Davis,,,,
PROD10009,ADI,0E-MAG600DB,0E-MAG600DB,ADI PRO 0E-MAG600DB 600lb. 12/24VDC Double Door Maglock,$0.00,$154.99,,ADI,,,,
PROD10010,ADI,0E-MAG600LB,0E-MAG600LB,"ADI PRO 0E-MAG600LB Single Door Magnetic Lock, 600lb., UL/ULC, Brushed Aluminum",$0.00,$96.99,,ADI,,,,
PROD10011,AIM Cambridge,MXN-10,MXN-10,"Streaming music player with Wi-Fi®, Google Cast, Apple AirPlay® 2, and Bluetooth® (Silver)",$399.00,$499.00,,NA,,,,
PROD10012,AVARRO,"Avarro 18U Rack 24"" Depth - Glass Door",RK-ER18U,"Avarro 18U Rack 24"" Depth - Glass Door, 2 Fans, Casters, Shelves, Pre-Assembled",$499.99,$499.99,,ADI,,,,
PROD10013,AVARRO,"Avarro 12U Rack 24"" Depth - Glass Door",RK-ERW12U,"Avarro 12U Rack 24"" Depth - Glass Door, Hinged Wall Mounted, Pre-Assembled",$299.99,$299.99,,ADI,,,,
PROD10014,AVARRO,"Avarro 6U Rack 24"" Depth - Glass Door",RK-ERW6U,"Avarro 6U Rack 24"" Depth - Glass Door, Hinged Wall Mounted, Pre-Assembled",$219.99,$219.99,,ADI,,,,
PROD10015,AVARRO,"Avarro 42U Rack 24"" Depth - Glass Door",RK-ER42U,"Avarro 42U Rack 24"" Depth - Glass Door, 2 Fans, Casters, Shelves, Pre-Assembled",$899.99,$899.99,,ADI,,,,
PROD10016,AVARRO,"Avarro 27U Rack 24"" Depth - Glass Door",RK-ER27U,"Avarro 27U Rack 24"" Depth - Glass Door, 2 Fans, Casters, Shelves, Pre-Assembled",$579.99,$579.99,,ADI,,,,
PROD10017,Ace Backstage Co.,174SLBK,174SLBK,"Compact, reliable and versatile solution for various connectivity applications.",$659.00,"$1,242.89",,Fulks Media Solutions,FDW,,,
PROD10018,Alarm Controls,TS2FR,TS2FR,"Alarm Controls TS-2FR TS-2 Request-to-Exit Station, 2"" Green Square Push Button, Single Gang, 430 Stainless Steel",$46.46,$46.46,,ADI,,,,
PROD10019,Allen & Heath,AH-M-DL-DANTE128-A,,"Dante 128x128 networking card, AES67 compatible, DDM ready, 96kHz/48kHz","$2,025.64","$3,399.00",,Fulks Media Solutions,FDW,,,
PROD10020,Allen & Heath,AH-M-DL-DANTE64-A,,"Dante 64x64 networking card, AES67 compatible, DDM ready, 96kHz/48kHz","$1,425.23","$2,399.00",,Fulks Media Solutions,FDW,,,
PROD10021,Allen & Heath,AH-DLIVE-CDM32,,"dLive C Class MixRack 32x16 I/O, 128 x 64 FPGA, 1 option I/O, ME-1 port, DX Expander Link",$0.00,"$9,499.00",,Fulks Media Solutions,FDW,,,
PROD10022,Allen & Heath,AH-DLIVE-CDM48,,"dLive C Class MixRack 48x23 I/O, 128 x 64 FPGA, 1 option I/O, ME-1 port, DX Expander Link",$0.00,"$10,599.00",,Fulks Media Solutions,FDW,,,
PROD10023,Allen & Heath,AH-DLIVE-CDM64,,"dLive C Class MixRack 64x32 I/O, 128 x 64 FPGA, 1 option I/O, ME-1 port, DX Expander Link",$0.00,"$11,999.00",,Fulks Media Solutions,FDW,,,
PROD10024,Allen & Heath,AH-M-DL-WAVES3-A,,128 x 128 96kHz Waves card,"$1,875.54","$3,099.00",,Fulks Media Solutions,FDW,,,
PROD10025,Allen & Heath,AH-ZED6,,"2 Mic/Line with Active DI, 2 Stereo Inputs, 2-band EQ",$135.09,$219.99,,Fulks Media Solutions,FDW,,,
PROD10026,Allen & Heath,AH-DLIVE-DLC15,,"dLive C Class C1500 12 fader Surface, 12"" touchscreen, 1 option I/O port, rack mountable",$0.00,"$12,799.00",,Fulks Media Solutions,FDW,,,
PROD10027,Allen & Heath,AH-ZED18-RK19,,Rack mount kit for ZED16FX & ZED18,$55.74,$109.99,,Fulks Media Solutions,FDW,,,
PROD10028,Allen & Heath,AH-ZED24,,"16 mic/line + 3 stereo, 4 aux sends, 3 band swept mid EQ. 2 x 2 USB, I/O 100mm faders",$825.56,"$1,399.99",,Fulks Media Solutions,FDW,,,
PROD10029,Allen & Heath,AH-ZED420,,"4-Buss Mixer 16 Mic/Line + 2 Dual Stereo Ch., 4 band dual swept mid EQ, 6 Aux sends, 4 groups, Matrix, USB I/O 100mm faders","$1,595.37","$2,999.99",,Fulks Media Solutions,FDW,,,
PROD10030,Allen & Heath,AH-ZED428,,"4-Buss Mixer 24 Mic/Line + 2 Dual Stereo Ch., 4 band dual swept mid EQ, 6 Aux sends, 4 groups, Matrix, USB I/O 100mm faders","$1,920.63","$3,499.99",,Fulks Media Solutions,FDW,,,
PROD10031,Allen & Heath,AH-ZED436,,"4-Buss Mixer 32 Mic/Line + 2 Dual Stereo Ch., 4 band dual swept mid EQ, 6 Aux sends, 4 groups, Matrix, USB I/O 100mm faders","$2,160.81","$3,999.99",,Fulks Media Solutions,FDW,,,
PROD10032,Allen & Heath,AH-ZED60-10FX,,ZED-10FX with 60mm Faders,$416.18,$699.99,,Fulks Media Solutions,FDW,,,
PROD10033,Allen & Heath,AH-ZED60-14FX,,"8 Mono Mic/Line + 2 Active DI + 3 stereo line inputs, swept mid EQ, 60mm faders, 24 bit effects with 16 presets",$495.33,$819.99,,Fulks Media Solutions,FDW,,,
PROD10034,Allen & Heath,AH-ZED60-14FX-RK19,,Rack mount kit for ZED60-14FX,$62.71,$119.99,,Fulks Media Solutions,FDW,,,
PROD10035,Allen & Heath,AH-ZED6FX,,"2 Mic/Line with Active DI, 2 Stereo Inputs, 2-band EQ, 24 bit effects with 99 presets",$203.49,$319.99,,Fulks Media Solutions,FDW,,,
PROD10036,Allen & Heath,AH-ZEDI10,,"4 Mic/Line 2 with Active DI, 2 Stereo Inputs, 4 channel 24/96kHz USB interface, 3-band EQ, 2 aux sends, DAW Software Included",$251.83,$399.99,,Fulks Media Solutions,FDW,,,
PROD10037,Allen & Heath,AH-ZEDI10FX,,"4 Mic/Line 2 with Active DI, 2 Stereo Inputs, 4 channel 24/96kHz USB interface, 3-band EQ, 2 aux sends, 24 bit effects with 99 presets,DAW Software Included",$321.64,$499.99,,Fulks Media Solutions,FDW,,,
PROD10038,Allen & Heath,AH-ZEDI8,,"2 Mic/Line with Active DI 2 Stereo Inputs, 24/96kHz USB interface, 2-band EQ, DAW Software included",$195.67,$319.99,,Fulks Media Solutions,FDW,,,
PROD10039,Allen & Heath,AH-FULLU-RK19,,"Rackmount kit for up to 2 GPIO / DX-Hub, half-U or 1U",$96.49,$149.99,,Fulks Media Solutions,FDW,,,
PROD10040,Allen & Heath,AH-ZED14-RK19,,"Rack mount kit for ZED-14, ZED-12FX & AH-XB2-14",$81.37,$149.99,,Fulks Media Solutions,FDW,,,
PROD10041,Allen & Heath,AH-ZED60-10FX-RK19,,Rack mount kit for ZED60-10FX,$75.05,$129.99,,Fulks Media Solutions,FDW,,,
PROD10042,Allen & Heath,AH-IP-1B,,"Music source selection, level control, or preset recall, Push n turn rotary + LCD Display, Decora style, (Black)",$312.29,$499.00,,Fulks Media Solutions,FDW,,,
PROD10043,Allen & Heath,AH-DLIVE-DLC25,,"dLive C Class C2500 20 fader Surface, 12"" touchscreen, 1 option I/O port",$0.00,"$14,799.00",,Fulks Media Solutions,FDW,,,
PROD10044,Allen & Heath,AH-DLIVE-GPIO,,"8 GPI opto-isolated contact closures, 8 GPO normally open relays, TCP/IP PoE Compliant, 1/2 Rack, optional rackmount kit",$722.90,$899.00,,Fulks Media Solutions,FDW,,,
PROD10045,Allen & Heath,AH-DLIVE-DM0,,"dLive S Class MixRack 128 x 64 FPGA, 3 option I/O, ME port, Dual DX Expander Link, internal redundant PSUs",$0.00,"$7,999.00",,Fulks Media Solutions,FDW,,,
PROD10046,Allen & Heath,AH-CC-STN,,Desktop stand for CC-7 or CC-10,$127.81,$189.00,,Fulks Media Solutions,FDW,,,
PROD10047,Allen & Heath,AH-CC-10,,10-inch control touch panel for desktop or wall mount use. Can operate as fixed control devices or complementing a BYOD solution.,"$1,044.56","$1,599.00",,Fulks Media Solutions,FDW,,,
PROD10048,Allen & Heath,AH-AHM-64-RK,,Rear rack kit for the AH-AHM-64,$97.56,$159.99,,Fulks Media Solutions,FDW,,,
PROD10049,Allen & Heath,AH-DLC15-RK19,,Rack mounting kit dLive C1500 - optional,$0.00,$349.99,,Fulks Media Solutions,FDW,,,
PROD10050,Allen & Heath,AH-FC-AVANTIS-SOLO-GOMC,,Avantis SOLO Flight Case. No Doghouse,"$1,455.27","$1,999.00",,Fulks Media Solutions,FDW,,,
PROD10051,Allen & Heath,AH-M-DL-DOUT-A,,DX32 AES3 8CH digital output module,$472.16,$789.00,,Fulks Media Solutions,FDW,,,
PROD10052,Allen & Heath,AH-M-DL-DIN-A,,DX32 AES3 8CH digital input module,$524.61,$869.00,,Fulks Media Solutions,FDW,,,
PROD10053,Allen & Heath,AH-M-DL-AOUT-A,,DX32 8ch Analog Line out module,$472.08,$789.00,,Fulks Media Solutions,FDW,,,
PROD10054,Allen & Heath,AH-M-DL-AIN-A,,DX32 8ch Analog Mic/Line module,$524.61,$869.00,,Fulks Media Solutions,FDW,,,
PROD10055,Allen & Heath,AH-M-DL-AES6I4O-A,,AES3 Module with 6 inputs x 4 outputs w/ SRC 32kHz to 192kHz,$682.70,"$1,099.00",,Fulks Media Solutions,FDW,,,
PROD10056,Allen & Heath,AH-M-DL-AES4I6O-A,,AES3 Module with 4 inputs x 6 outputs w/ SRC 32kHz to 192kHz,$682.70,"$1,099.00",,Fulks Media Solutions,FDW,,,
PROD10057,Allen & Heath,AH-M-DL-AES2I8O-A,,AES3 Module with 2 inputs x 8 outputs w/ SRC 32kHz to 192kHz,$682.70,"$1,099.00",,Fulks Media Solutions,FDW,,,
PROD10058,Allen & Heath,AH-M-DL-AES10O-A,,AES3 Module with 10 outputs w/ SRC 32kHz to 192kHz,$682.70,"$1,099.00",,Fulks Media Solutions,FDW,,,
PROD10059,Allen & Heath,AH-M-DL-ADAPT-A,,Multi-Channel Conversion Interface for Legacy 64 channel network cards (dLive and Avantis),$361.96,$749.00,,Fulks Media Solutions,FDW,,,
PROD10060,Allen & Heath,AH-IP-8,,"8 motorized fader controller, PoE+ powered, includes PSU","$1,275.12","$2,099.00",,Fulks Media Solutions,FDW,,,
PROD10061,Allen & Heath,AH-IP-6,,"6 rotary controller OLED, PoE powered, includes PSU",$749.77,"$1,199.00",,Fulks Media Solutions,FDW,,,
PROD10062,Allen & Heath,AH-IP-1W,,"Music source selection, level control, or preset recall, Push n turn rotary + LCD Display, Decora style, (White)",$312.29,$499.00,,Fulks Media Solutions,FDW,,,
PROD10063,Allen & Heath,AH-ONSITE-2,,Additional day(s) of on-site commissioning when ordered with AH-ONSITE or AH-OFFSITE-1,$0.00,"$1,600.00",,Fulks Media Solutions,FDW,,,
PROD10064,Allen & Heath,AH-ONSITE,,"On-site factory training and commissioning, requires 3 week notice",$0.00,"$2,000.00",,Fulks Media Solutions,FDW,,,
PROD10065,Allen & Heath,AH-DLIVE-S7,,"dLive S Class 36 Fader Surface, Dual 12"" touchscreens, 2 option I/O port, Redundant PSU, 27 SoftKeys",$0.00,"$36,999.00",,Fulks Media Solutions,FDW,,,
PROD10066,Allen & Heath,AH-DLIVE-S5,,"dLive S Class 28 Fader Surface, Dual 12"" touchscreens, 2 option I/O port, Redundant PSU, 27 SoftKeys",$0.00,"$33,999.00",,Fulks Media Solutions,FDW,,,
PROD10067,Allen & Heath,AH-DLIVE-S3,,"dLive S Class 20 Fader Surface, 12"" touchscreen, 2 option I/O port, Redundant PSU, 27 SoftKeys",$0.00,"$24,999.00",,Fulks Media Solutions,FDW,,,
PROD10068,Allen & Heath,AH-ZED18-RK19,,Rack mount kit for ZED16FX & ZED18,$55.74,$109.99,,Fulks Media Solutions,FDW,,,
PROD10069,Allen & Heath,AH-DLIVE-DX32,,"4 x 8ch Modular Expander, 96kHz, slots to fit a selection of analog or digital I/O for dLive, AHM Series (AHM-16 / AHM-32 with SLink card), Avantis or SQ. Redundant, hot swappable power supply, Dual redundant Cat5 link to Surface or MixRack","$3,215.69","$3,999.00",,Fulks Media Solutions,FDW,,,
PROD10070,Allen & Heath,AH-DLIVE-DM64,,"dLive S Class MixRack 64x32 I/O, 128 x 64 FPGA, 3 option I/O, ME-1 port, Dual DX Expander Link, Redundant PSU",$0.00,"$19,999.00",,Fulks Media Solutions,FDW,,,
PROD10071,Allen & Heath,AH-DLIVE-DM48,,"dLive S Class MixRack 48x24 I/O, 128 x 64 FPGA, 3 option I/O, ME-1 port, Dual DX Expander Link, Redundant PSU",$0.00,"$18,999.00",,Fulks Media Solutions,FDW,,,
PROD10072,Allen & Heath,AH-DLIVE-DM32,,"dLive S Class MixRack 32x16 I/O, 128 x 64 FPGA, 3 option I/O, ME-1 port, Dual DX Expander Link, Redundant PSU",$0.00,"$14,999.00",,Fulks Media Solutions,FDW,,,
PROD10073,Allen & Heath,AH-DLIVE-DLC35,,"dLive C Class C3500 24 fader Surface, Dual 12"" touchscreens, 1 option I/O port",$0.00,"$19,799.00",,Fulks Media Solutions,FDW,,,
PROD10074,Allen & Heath,AH-ZED18,,"10 Mono Mic/Line + Stereo, 4 Aux Sends, 3 band swept mid EQ, 2 x 2 USB I/O, 100mm Faders",$637.93,$999.99,,Fulks Media Solutions,FDW,,,
PROD10075,Allen & Heath,AH-WZ414:4:2,,"10 Mic Line + 2 stereo rack mount mixer, 6 aux sends, 4 band EQ with dual swept mids, 4 Subgroups, rack mount","$1,688.65","$2,599.98",,Fulks Media Solutions,FDW,,,
PROD10076,Allen & Heath,AH-ZED14,,"6 Mono Mic/Line + 2 Active DI + 3 stereo line inputs, 4 aux sends, 3 band swept mid EQ, 2 x 2 USB I/O, 100mm Faders",$468.31,$749.99,,Fulks Media Solutions,FDW,,,
PROD10077,Allen & Heath,AH-DX-HUB,,4 DX Link port hub,$803.32,"$1,199.00",,Fulks Media Solutions,FDW,,,
PROD10078,Allen & Heath,AH-DT168,,"16in x 8out Dante audio expander with dLive 96kHz mic preamps, 48kHz / 96kHz","$1,950.59","$3,199.00",,Fulks Media Solutions,FDW,,,
PROD10079,Allen & Heath,AH-DT164-W,,"16in x 4out Dante audio expander wall box, 100-230V AC / IEC or screw terminal blocks / 12V DC power options, 48kHz / 96kHz","$2,551.01","$4,199.00",,Fulks Media Solutions,FDW,,,
PROD10080,Allen & Heath,AH-AR2-84-BLK,,"8in x 4out Remote AudioRack, dSNAKE I/O for expansion, 1 RU, 48kHz",$824.81,"$1,499.00",,Fulks Media Solutions,FDW,,,
PROD10081,Allen & Heath,AH-AR2-2412-BLK,,"24in x 12out Remote AudioRack, dSNAKE I/O for expansion, 3 RU, 48kHz","$1,350.18","$2,199.00",,Fulks Media Solutions,FDW,,,
PROD10082,Allen & Heath,AH-AB-168,,"16in x 8out portable AudioRack, dSNAKE I/O for expansion, 48kHz","$1,087.50","$1,799.00",,Fulks Media Solutions,FDW,,,
PROD10083,Allen & Heath,AH-M-DANTE-A,,64 X 64 Dante card 48kHz / Requires DL-ADAPT-A for dLive and Avantis use,$974.92,"$1,599.00",,Fulks Media Solutions,FDW,,,
PROD10084,Allen & Heath,AH-LEDLAMP-X,,Right angle LED lamp w/dimmer,$93.38,$169.99,,Fulks Media Solutions,FDW,,,
PROD10085,Allen & Heath,AH-LEDLAMP-SX,,Straight LED lamp w/dimmer,$93.38,$169.99,,Fulks Media Solutions,FDW,,,
PROD10086,Allen & Heath,AH-AP9933,,Gig bag for QU-PAC-32,$150.09,$249.99,,Fulks Media Solutions,FDW,,,
PROD10087,Allen & Heath,AH-AP9932,,"Optional padded carry bag for AB168, DX168, DT168",$108.82,$179.99,,Fulks Media Solutions,FDW,,,
PROD10088,Allen & Heath,AH-DX164-W,,"Wall box I/O Expander 16 Mic/Line in, 4 Line out (DX ports), Connects to DX ports, DX Link card, or DX Hub, Cascade or redundant mode, 96kHz","$1,877.65","$2,999.00",,Fulks Media Solutions,FDW,,,
PROD10089,Allen & Heath,AH-AP9931,,Gig bag for QU-16,$154.37,$289.99,,Fulks Media Solutions,FDW,,,
PROD10090,Allen & Heath,AH-AP9458,,Dust cover for QU-24,$59.44,$99.99,,Fulks Media Solutions,FDW,,,
PROD10091,Allen & Heath,AH-AP9262,,Dust cover for QU-16,$48.55,$89.99,,Fulks Media Solutions,FDW,,,
PROD10092,Allen & Heath,AH-AP11334,,Dust cover for SQ-7,$66.86,$109.99,,Fulks Media Solutions,FDW,,,
PROD10093,Allen & Heath,AH-AP11333,,Dust cover for SQ-6,$66.86,$109.99,,Fulks Media Solutions,FDW,,,
PROD10094,Allen & Heath,AH-AP11332,,Dust cover for SQ-5,$66.86,$109.99,,Fulks Media Solutions,FDW,,,
PROD10095,Allen & Heath,AH-AH10887,,Cat6 cable 100m (328') drum with locking connectors,$824.81,"$1,399.00",,Fulks Media Solutions,FDW,,,
PROD10096,Allen & Heath,AH-AH10886,,Cat6 cable 80m (262') drum with locking connectors,$749.77,"$1,199.00",,Fulks Media Solutions,FDW,,,
PROD10097,Allen & Heath,AH-AH10885,,Cat6 cable 50m (164') drum with locking connectors,$599.66,$999.00,,Fulks Media Solutions,FDW,,,
PROD10098,Allen & Heath,AH-AH10884,,Cat6 cable 20m (65') with locking connectors,$224.40,$369.00,,Fulks Media Solutions,FDW,,,
PROD10099,Allen & Heath,AH-AB8999,,"Mic stand side adaptor for IP6, ME-1 and ME-500",$29.97,$49.99,,Fulks Media Solutions,FDW,,,
PROD10100,Allen & Heath,AH-AA8705,,Headphone holder for ME-1 and ME-500,$13.51,$19.98,,Fulks Media Solutions,FDW,,,
PROD10101,Allen & Heath,AH-AP9639,,Dust cover for QU-32,$70.15,$109.99,,Fulks Media Solutions,FDW,,,
PROD10102,Allen & Heath,AH-DX168,,"16in x 8out Stage Box with dLive 96kHz mic preamps, 96kHz","$1,486.31","$2,399.00",,Fulks Media Solutions,FDW,,,
PROD10103,Allen & Heath,AH-GR4,,"4 mic + 4 stereo, 4 zone rack mount mixer with ducking, priority paging, phoenix connectors",$524.61,$869.00,,Fulks Media Solutions,FDW,,,
PROD10104,Allen & Heath,AH-M-SQ-SLINK-A,,"128x128 channels of digital audio at 96kHz or 48kHz, supporting dSnake, DX, GigaAce and ME systems",$225.15,$399.99,,Fulks Media Solutions,FDW,,,
PROD10105,Allen & Heath,AH-ZED12FX,,"6 Mic Line + 3 Stereo, 4 aux sends, 3 band swept mid EQ., 24 bit effects with 16 presets, 2 x 2 USB I/O, 100mm Faders",$587.01,$899.99,,Fulks Media Solutions,FDW,,,
PROD10106,Allen & Heath,AH-ZED10FX,,"4 Mic/Line 2 with Active DI, 3 stereo line inputs, 3 band swept mid EQ. 24 bit effects with 16 presets,2 x 2 USB I/O",$300.20,$499.99,,Fulks Media Solutions,FDW,,,
PROD10107,Allen & Heath,AH-ZED10-RK19,,Rack mount kit for ZED-10,$73.98,$129.99,,Fulks Media Solutions,FDW,,,
PROD10108,Allen & Heath,AH-ZED10,,"4 Mic/Line 2 with Active DI, 3 stereo line inputs, 3 band swept mid EQ",$297.51,$469.99,,Fulks Media Solutions,FDW,,,
PROD10109,Allen & Heath,AH-XB2-14,,"4 Mic Line + Dual Telco, compact broadcast console, Remote Mute facility, Logic and auto dim, 100mm faders, USB I/O","$1,501.02","$2,499.98",,Fulks Media Solutions,FDW,,,
PROD10110,Allen & Heath,AH-WZ416:2,,"16 Mic Line + 2 stereo rack mount mixer, 6 aux sends, 4 band EQ with dual swept mids, dual FX engines, rack mount","$1,447.41","$2,199.98",,Fulks Media Solutions,FDW,,,
PROD10111,Allen & Heath,AH-CQ12T-RK19,,CQ-12T Rackmount Kit,$60.03,$99.99,,Fulks Media Solutions,FDW,,,
PROD10112,Allen & Heath,AH-WZ412:2,,"8 Mic Line + 2 stereo rack mount mixer, 6 aux sends, 4 band EQ with dual swept mids, dual FX engines,","$1,367.01","$2,099.98",,Fulks Media Solutions,FDW,,,
PROD10113,Allen & Heath,AH-W4-USB,,USB multi-channel interface,$297.41,$479.99,,Fulks Media Solutions,FDW,,,
PROD10114,Allen & Heath,AH-SQ-BRACKET,,Detachable metal bracket for iPad/tablet for SQ,$72.36,$109.99,,Fulks Media Solutions,FDW,,,
PROD10115,Allen & Heath,AH-SQ-7,,"96kHz XCVI FPGA processing, 48 Input Channels, DEEP Processing, 33 Faders / 6 Layers, 32 onboard preamp,12 Stereo mixes+LR, 3 Stereo Matrix","$4,630.98","$7,299.00",,Fulks Media Solutions,FDW,,,
PROD10116,Allen & Heath,AH-SQ-6,,"96kHz XCVI FPGA processing, 48 Input Channels, DEEP Processing, 25 Faders / 6 Layers, 24 onboard preamp, 12 Stereo mixes+LR, 3 Stereo Matrix","$3,859.02","$6,199.00",,Fulks Media Solutions,FDW,,,
PROD10117,Allen & Heath,AH-SQ-5-RK19,,Rack mount kit for SQ-5 (12u) - optional,$52.53,$89.99,,Fulks Media Solutions,FDW,,,
PROD10118,Allen & Heath,AH-SQ-5,,"96kHz XCVI FPGA processing, 48 Input Channels, DEEP Processing, 17 Faders / 6 Layers, 16 onboard preamp, 12 Stereo mixes+LR, 3 Stereo Matrix, 7ƒÆ’‚ƒ‚¬Å¡‚¬","$3,087.06","$4,999.00",,Fulks Media Solutions,FDW,,,
PROD10119,Allen & Heath,AH-QU-SB-RK19,,Optional rack mount kit for QU-SB,$56.28,$89.99,,Fulks Media Solutions,FDW,,,
PROD10120,Allen & Heath,AH-QU-SB,,"32 channel rack mount digital mixer, 16 Mic/Line + 2 stereo inputs, expandable with dSNAKE, 10 mix outputs, 4 FX Engines, 18 track recording, built in 32 Ch. USB I/O iPad Control","$1,094.25","$1,699.99",,Fulks Media Solutions,FDW,,,
PROD10121,Allen & Heath,AH-QU-PAC-32,,"32 channel rack mount digital, 16 Mic/Line + 3 stereo inputs, expandable with dSNAKE, 10 mix outs, 4 FX Engines, 18 track recording, built in 18ch USB I/O, built in dSNAKE, Network port 5.5"" Touch screen, 16 SoftKeys","$1,501.02","$2,499.98",,Fulks Media Solutions,FDW,,,
PROD10122,Allen & Heath,AH-QU-32C,,"32 channel digital mixer, 32 Mic/Line + 3 stereo 100mm motorized faders, 24 mix outputs, 4 FX Engines, onboard 18 track recording, built in 32ch USB I/O, built in dSNAKE, Network port, 7"" Touch screen","$3,002.05","$4,999.99",,Fulks Media Solutions,FDW,,,
PROD10123,Allen & Heath,AH-QU-16C,,"16 channel rack mount digital,16 Mic/Line + 3 stereo, 100mm motorized faders, 12 mix outputs, 4 FX Engines, onboard 18 track recording, built in 18ch USB I/O, built in dSNAKE, Network port 5.5"" Touch screen","$1,500.92","$2,499.98",,Fulks Media Solutions,FDW,,,
PROD10124,Allen & Heath,AH-QU-16-RK19,,Optional rack mount kit for QU-16C,$56.28,$89.99,,Fulks Media Solutions,FDW,,,
PROD10125,Allen & Heath,AH-PL-14,,"GR3 / GR4 Intelligent Wall Plate. Rotary Volume control with four source select switches, Connection via standard Cat5e cabling, RJ45 Link through connector for adding additional controllers (Maximum of two).",$246.84,$409.00,,Fulks Media Solutions,FDW,,,
PROD10126,Allen & Heath,AH-MPS-16,,Optional Redundant PSU,"$1,125.02","$1,499.00",,Fulks Media Solutions,FDW,,,
PROD10127,Allen & Heath,AH-ME-500,,"Personal Monitor Mixer, 16 Mono/Stereo channels, 8 scene recall memories, 2-band EQ, limiter, PoE powered",$375.22,$649.99,,Fulks Media Solutions,FDW,,,
PROD10128,Allen & Heath,AH-ME-1,,"Personal Monitor Mixer, 42 channel, 16 scene recall memories, 3 band swept mid EQ, limiter, PoE powered, includes stand bracket and headphone hook",$600.44,$999.99,,Fulks Media Solutions,FDW,,,
PROD10129,Allen & Heath,AH-M-SQ-WAVES3-A,,"64 x 64 Waves card SQ / AHM Series, 96kHz / 48kHz",$811.86,"$1,199.00",,Fulks Media Solutions,FDW,,,
PROD10130,Allen & Heath,AH-ZED16FX,,"10 Mono Mic/Line + Stereo, 4 Aux Sends, 3 band swept mid EQ, 24 bit effects with 16 presets, 2 x 2 USB I/O, 100mm Faders",$705.02,"$1,199.99",,Fulks Media Solutions,FDW,,,
PROD10131,Allen & Heath,AH-CQ18T-RK19,,CQ-18T Rackmount Kit,$60.03,$99.99,,Fulks Media Solutions,FDW,,,
PROD10132,Allen & Heath,AH-FC-DL-S7-GOMC,,dLive S7000 Flight Case with Doghouse,"$2,905.88","$3,799.00",,Fulks Media Solutions,FDW,,,
PROD10133,Allen & Heath,AH-AVANTIS,,"96kHz FPGA processing, 64 Input Channels, 24 Faders / 6 Layers, 42 Mix busses, Dual 15.6-inch",$0.00,"$14,999.00",,Fulks Media Solutions,FDW,,,
PROD10134,Allen & Heath,AH-DLIVE-DM0-RUFX,,"dLive S Class RackUltra FX MixRack 128 x 64 FPGA, 3 option I/O, ME port, Dual DX Expander Link, internal redundant PSUs",$0.00,"$9,999.00",,Fulks Media Solutions,FDW,,,
PROD10135,Allen & Heath,AH-DLIVE-CDM64-RUFX,,"dLive C Class RackUltra FX MixRack 64x32 I/O, 128 x 64 FPGA, 1 option I/O, ME-1 port, DX Expander Link",$0.00,"$13,999.00",,Fulks Media Solutions,FDW,,,
PROD10136,Allen & Heath,AH-DLIVE-CDM48-RUFX,,"dLive C Class RackUltra FX MixRack 48x23 I/O, 128 x 64 FPGA, 1 option I/O, ME-1 port, DX Expander Link",$0.00,"$12,599.00",,Fulks Media Solutions,FDW,,,
PROD10137,Allen & Heath,AH-DLIVE-CDM32-RUFX,,"dLive C Class RackUltra FX MixRack 32x16 I/O, 128 x 64 FPGA, 1 option I/O, ME-1 port, DX Expander Link",$0.00,"$11,499.00",,Fulks Media Solutions,FDW,,,
PROD10138,Allen & Heath,AH-AVANTIS-SOLO-W-DPACK,,"96kHz FPGA processing, 64 Input Channels, 12 Faders / 6 Layers, 42 Mix busses, Single 15.6-inch",$0.00,"$13,499.00",,Fulks Media Solutions,FDW,,,
PROD10139,Allen & Heath,AH-AP13601,,Dust cover for Avantis Solo,$75.05,$129.99,,Fulks Media Solutions,FDW,,,
PROD10140,Allen & Heath,AH-DT-SMK,,"Surface-mounting ears for DT02, DT20, DT22",$40.20,$69.98,,Fulks Media Solutions,FDW,,,
PROD10141,Allen & Heath,AH-DLIVE-DM32-RUFX,,"dLive S Class RackUltra FX MixRack 32x16 I/O, 128 x 64 FPGA, 3 option I/O, ME-1 port, Dual DX Expander Link, Redundant PSU",$0.00,"$16,999.00",,Fulks Media Solutions,FDW,,,
PROD10142,Allen & Heath,AH-AVANTIS-W-DPACK,,"96kHz FPGA processing, 64 Input Channels, 24 Faders / 6 Layers, 42 Mix busses, Dual 15.6-inch",$0.00,"$16,499.00",,Fulks Media Solutions,FDW,,,
